Time,Displacement,Force
(s),(in),(lbf)
"271.4550","0.8301","21.5412"
"271.5550","0.8305","21.5430"
"271.6550","0.8309","21.5433"
"271.7550","0.8313","21.5452"
"271.8550","0.8317","21.5482"
"271.9550","0.8321","21.5470"
"272.0550","0.8326","21.5516"
"272.1550","0.8330","21.5511"
"272.2550","0.8334","21.5514"
"272.3550","0.8338","21.5522"
"272.4550","0.8342","21.5540"
"272.5550","0.8346","21.5576"
"272.6550","0.8351","21.5592"
"272.7550","0.8355","21.5599"
"272.8550","0.8359","21.5616"
"272.9550","0.8363","21.5635"
"273.0550","0.8367","21.5624"
"273.1550","0.8371","21.5659"
"273.2550","0.8376","21.5673"
"273.3550","0.8380","21.5654"
"273.4550","0.8384","21.5698"
"273.5550","0.8388","21.5708"
"273.6550","0.8392","21.5698"
"273.7550","0.8396","21.5748"
"273.8550","0.8401","21.5738"
"273.9550","0.8405","21.5754"
"274.0550","0.8409","21.5799"
"274.1550","0.8413","21.5804"
"274.2550","0.8417","21.5824"
"274.3550","0.8421","21.5855"
"274.4550","0.8426","21.5842"
"274.5550","0.8430","21.5868"
"274.6550","0.8434","21.5881"
"274.7550","0.8438","21.5886"
"274.8550","0.8442","21.5947"
"274.9550","0.8446","21.5955"
"275.0550","0.8451","21.5957"
"275.1550","0.8455","21.5974"
"275.2550","0.8459","21.5989"
"275.3550","0.8463","21.5997"
"275.4550","0.8467","21.6018"
"275.5550","0.8471","21.6059"
"275.6550","0.8476","21.6004"
"275.7550","0.8480","21.6054"
"275.8550","0.8484","21.6074"
"275.9550","0.8488","21.6090"
"276.0550","0.8492","21.6113"
"276.1550","0.8496","21.6135"
"276.2550","0.8501","21.6118"
"276.3550","0.8505","21.6154"
"276.4550","0.8509","21.6161"
"276.5550","0.8513","21.6175"
"276.6550","0.8517","21.6198"
"276.7550","0.8521","21.6198"
"276.8550","0.8526","21.6217"
"276.9550","0.8530","21.6254"
"277.0550","0.8534","21.6223"
"277.1550","0.8538","21.6271"
"277.2550","0.8542","21.6282"
"277.3550","0.8546","21.6274"
"277.4550","0.8551","21.6294"
"277.5550","0.8555","21.6333"
"277.6550","0.8559","21.6312"
"277.7550","0.8563","21.6350"
"277.8550","0.8567","21.6362"
"277.9550","0.8571","21.6355"
"278.0550","0.8576","21.6382"
"278.1550","0.8580","21.6404"
"278.2550","0.8584","21.6413"
"278.3550","0.8588","21.6426"
"278.4550","0.8592","21.6438"
"278.5550","0.8596","21.6457"
"278.6550","0.8601","21.6473"
"278.7550","0.8605","21.6467"
"278.8550","0.8609","21.6472"
"278.9550","0.8613","21.6501"
"279.0550","0.8617","21.6474"
"279.1550","0.8621","21.6523"
"279.2550","0.8626","21.6527"
"279.3550","0.8630","21.6512"
"279.4550","0.8634","21.6566"
"279.5550","0.8638","21.6587"
"279.6550","0.8642","21.6567"
"279.7550","0.8646","21.6599"
"279.8550","0.8651","21.6612"
"279.9550","0.8655","21.6595"
"280.0550","0.8659","21.6635"
"280.1550","0.8663","21.6653"
"280.2550","0.8667","21.6630"
"280.3550","0.8671","21.6650"
"280.4550","0.8676","21.6645"
"280.5550","0.8680","21.6657"
"280.6550","0.8684","21.6693"
"280.7550","0.8688","21.6713"
"280.8550","0.8692","21.6705"
"280.9550","0.8696","21.6719"
"281.0550","0.8701","21.6730"
"281.1550","0.8705","21.6752"
"281.2550","0.8709","21.6789"
"281.3550","0.8713","21.6785"
"281.4550","0.8717","21.6803"
"281.5550","0.8721","21.6827"
"281.6550","0.8726","21.6812"
"281.7550","0.8730","21.6859"
"281.8550","0.8734","21.6861"
"281.9550","0.8738","21.6848"
"282.0550","0.8742","21.6873"
"282.1550","0.8746","21.6896"
"282.2550","0.8751","21.6893"
"282.3550","0.8755","21.6934"
"282.4550","0.8759","21.6941"
"282.5550","0.8763","21.6940"
"282.6550","0.8767","21.6962"
"282.7550","0.8771","21.6973"
"282.8550","0.8776","21.6977"
"282.9550","0.8780","21.7006"
"283.0550","0.8784","21.7018"
"283.1550","0.8788","21.7047"
"283.2550","0.8792","21.7050"
"283.3550","0.8796","21.7049"
"283.4550","0.8801","21.7064"
"283.5550","0.8805","21.7089"
"283.6550","0.8809","21.7082"
"283.7550","0.8813","21.7101"
"283.8550","0.8817","21.7112"
"283.9550","0.8821","21.7146"
"284.0550","0.8826","21.7260"
"284.1550","0.8830","21.7283"
"284.2550","0.8834","21.7161"
"284.3550","0.8838","21.7237"
"284.4550","0.8842","21.7175"
"284.5550","0.8846","21.7261"
"284.6550","0.8851","21.7197"
"284.7550","0.8855","21.7228"
"284.8550","0.8859","21.7248"
"284.9550","0.8863","21.7290"
"285.0550","0.8867","21.7303"
"285.1550","0.8871","21.7315"
"285.2550","0.8876","21.7319"
"285.3550","0.8880","21.7305"
"285.4550","0.8884","21.7348"
"285.5550","0.8888","21.7363"
"285.6550","0.8892","21.7349"
"285.7550","0.8896","21.7376"
"285.8550","0.8901","21.7414"
"285.9550","0.8905","21.7395"
"286.0550","0.8909","21.7431"
"286.1550","0.8913","21.7431"
"286.2550","0.8917","21.7403"
"286.3550","0.8921","21.7446"
"286.4550","0.8926","21.7484"
"286.5550","0.8930","21.7475"
"286.6550","0.8934","21.7513"
"286.7550","0.8938","21.7499"
"286.8550","0.8942","21.7523"
"286.9550","0.8946","21.7534"
"287.0550","0.8951","21.7534"
"287.1550","0.8955","21.7553"
"287.2550","0.8959","21.7589"
"287.3550","0.8963","21.7565"
"287.4550","0.8967","21.7599"
"287.5550","0.8971","21.7612"
"287.6550","0.8976","21.7612"
"287.7550","0.8980","21.7633"
"287.8550","0.8984","21.7652"
"287.9550","0.8988","21.7636"
"288.0550","0.8992","21.7655"
"288.1550","0.8996","21.7687"
"288.2550","0.9001","21.7685"
"288.3550","0.9005","21.7687"
"288.4550","0.9009","21.7717"
"288.5550","0.9013","21.7692"
"288.6550","0.9017","21.7714"
"288.7550","0.9021","21.7745"
"288.8550","0.9026","21.7759"
"288.9550","0.9030","21.7759"
"289.0550","0.9034","21.7777"
"289.1550","0.9038","21.7769"
"289.2550","0.9042","21.7801"
"289.3550","0.9046","21.7817"
"289.4550","0.9051","21.7827"
"289.5550","0.9055","21.7863"
"289.6550","0.9059","21.7847"
"289.7550","0.9063","21.7867"
"289.8550","0.9067","21.7900"
"289.9550","0.9071","21.7864"
"290.0550","0.9076","21.7931"
"290.1550","0.9080","21.7900"
"290.2550","0.9084","21.7930"
"290.3550","0.9088","21.7944"
"290.4550","0.9092","21.7966"
"290.5550","0.9096","21.7953"
"290.6550","0.9101","21.7990"
"290.7550","0.9105","21.8003"
"290.8550","0.9109","21.7992"
"290.9550","0.9113","21.8011"
"291.0550","0.9117","21.8026"
"291.1550","0.9121","21.8043"
"291.2550","0.9126","21.8052"
"291.3550","0.9130","21.8070"
"291.4550","0.9134","21.8081"
"291.5550","0.9138","21.8079"
"291.6550","0.9142","21.8089"
"291.7550","0.9146","21.8105"
"291.8550","0.9151","21.8117"
"291.9550","0.9155","21.8099"
"292.0550","0.9159","21.8140"
"292.1550","0.9163","21.8148"
"292.2550","0.9167","21.8123"
"292.3550","0.9171","21.8158"
"292.4550","0.9176","21.8194"
"292.5550","0.9180","21.8193"
"292.6550","0.9184","21.8232"
"292.7550","0.9188","21.8243"
"292.8550","0.9192","21.8227"
"292.9550","0.9196","21.8242"
"293.0550","0.9201","21.8269"
"293.1550","0.9205","21.8267"
"293.2550","0.9209","21.8285"
"293.3550","0.9213","21.8274"
"293.4550","0.9217","21.8190"
"293.5550","0.9221","21.8187"
"293.6550","0.9226","21.8302"
"293.7550","0.9230","21.8333"
"293.8550","0.9234","21.8392"
"293.9550","0.9238","21.8362"
"294.0550","0.9242","21.8401"
"294.1550","0.9246","21.8425"
"294.2550","0.9251","21.8393"
"294.3550","0.9255","21.8441"
"294.4550","0.9259","21.8429"
"294.5550","0.9263","21.8427"
"294.6550","0.9267","21.8471"
"294.7550","0.9271","21.8480"
"294.8550","0.9276","21.8483"
"294.9550","0.9280","21.8511"
"295.0550","0.9284","21.8509"
"295.1550","0.9288","21.8509"
"295.2550","0.9292","21.8546"
"295.3550","0.9296","21.8546"
"295.4550","0.9301","21.8524"
"295.5550","0.9305","21.8557"
"295.6550","0.9309","21.8538"
"295.7550","0.9313","21.8578"
"295.8550","0.9317","21.8599"
"295.9550","0.9321","21.8569"
"296.0550","0.9326","21.8613"
"296.1550","0.9330","21.8624"
"296.2550","0.9334","21.8605"
"296.3550","0.9338","21.8642"
"296.4550","0.9342","21.8634"
"296.5550","0.9346","21.8617"
"296.6550","0.9351","21.8644"
"296.7550","0.9355","21.8673"
"296.8550","0.9359","21.8661"
"296.9550","0.9363","21.8680"
"297.0550","0.9367","21.8677"
"297.1550","0.9371","21.8687"
"297.2550","0.9376","21.8715"
"297.3550","0.9380","21.8716"
"297.4550","0.9384","21.8727"
"297.5550","0.9388","21.8727"
"297.6550","0.9392","21.8740"
"297.7550","0.9396","21.8757"
"297.8550","0.9401","21.8766"
"297.9550","0.9405","21.8788"
"298.0550","0.9409","21.8778"
"298.1550","0.9413","21.8803"
"298.2550","0.9417","21.8786"
"298.3550","0.9421","21.8828"
"298.4550","0.9426","21.8830"
"298.5550","0.9430","21.8824"
"298.6550","0.9434","21.8842"
"298.7550","0.9438","21.8866"
"298.8550","0.9442","21.8847"
"298.9550","0.9446","21.8891"
"299.0550","0.9451","21.8916"
"299.1550","0.9455","21.8906"
"299.2550","0.9459","21.8933"
"299.3550","0.9463","21.8941"
"299.4550","0.9467","21.8923"
"299.5550","0.9471","21.8979"
"299.6550","0.9476","21.8959"
"299.7550","0.9480","21.8976"
"299.8550","0.9484","21.8966"
"299.9550","0.9488","21.8970"
"300.0550","0.9492","21.9023"
"300.1550","0.9496","21.9035"
"300.2550","0.9501","21.9033"
"300.3550","0.9505","21.9054"
"300.4550","0.9509","21.9044"
"300.5550","0.9513","21.9031"
"300.6550","0.9517","21.9062"
"300.7550","0.9521","21.9092"
"300.8550","0.9526","21.9086"
"300.9550","0.9530","21.9093"
"301.0550","0.9534","21.9121"
"301.1550","0.9538","21.9099"
"301.2550","0.9542","21.9113"
"301.3550","0.9546","21.9160"
"301.4550","0.9551","21.9130"
"301.5550","0.9555","21.9150"
"301.6550","0.9559","21.9158"
"301.7550","0.9563","21.9199"
"301.8550","0.9567","21.9189"
"301.9550","0.9571","21.9196"
"302.0550","0.9576","21.9208"
"302.1550","0.9580","21.9219"
"302.2550","0.9584","21.9222"
"302.3550","0.9588","21.9254"
"302.4550","0.9592","21.9269"
"302.5550","0.9596","21.9265"
"302.6550","0.9601","21.9270"
"302.7550","0.9605","21.9309"
"302.8550","0.9609","21.9271"
"302.9550","0.9613","21.9332"
"303.0550","0.9617","21.9327"
"303.1550","0.9621","21.9331"
"303.2550","0.9626","21.9360"
"303.3550","0.9630","21.9362"
"303.4550","0.9634","21.9379"
"303.5550","0.9638","21.9376"
"303.6550","0.9642","21.9395"
"303.7550","0.9646","21.9407"
"303.8550","0.9651","21.9414"
"303.9550","0.9655","21.9427"
"304.0550","0.9659","21.9443"
"304.1550","0.9663","21.9458"
"304.2550","0.9667","21.9468"
"304.3550","0.9671","21.9491"
"304.4550","0.9676","21.9498"
"304.5550","0.9680","21.9478"
"304.6550","0.9684","21.9510"
"304.7550","0.9688","21.9515"
"304.8550","0.9692","21.9510"
"304.9550","0.9696","21.9556"
"305.0550","0.9701","21.9535"
"305.1550","0.9705","21.9510"
"305.2550","0.9709","21.9543"
"305.3550","0.9713","21.9556"
"305.4550","0.9717","21.9574"
"305.5550","0.9721","21.9581"
"305.6550","0.9726","21.9611"
"305.7550","0.9730","21.9594"
"305.8550","0.9734","21.9606"
"305.9550","0.9738","21.9607"
"306.0550","0.9742","21.9619"
"306.1550","0.9746","21.9652"
"306.2550","0.9751","21.9621"
"306.3550","0.9755","21.9663"
"306.4550","0.9759","21.9666"
"306.5550","0.9763","21.9657"
"306.6550","0.9767","21.9687"
"306.7550","0.9771","21.9703"
"306.8550","0.9776","21.9673"
"306.9550","0.9780","21.9698"
"307.0550","0.9784","21.9724"
"307.1550","0.9788","21.9731"
"307.2550","0.9792","21.9741"
"307.3550","0.9796","21.9754"
"307.4550","0.9801","21.9713"
"307.5550","0.9805","21.9757"
"307.6550","0.9809","21.9775"
"307.7550","0.9813","21.9778"
"307.8550","0.9817","21.9805"
"307.9550","0.9821","21.9787"
"308.0550","0.9826","21.9801"
"308.1550","0.9830","21.9825"
"308.2550","0.9834","21.9813"
"308.3550","0.9838","21.9805"
"308.4550","0.9842","21.9837"
"308.5550","0.9846","21.9811"
"308.6550","0.9851","21.9876"
"308.7550","0.9855","21.9865"
"308.8550","0.9859","21.9866"
"308.9550","0.9863","21.9873"
"309.0550","0.9867","21.9898"
"309.1550","0.9871","21.9903"
"309.2550","0.9876","21.9880"
"309.3550","0.9880","21.9902"
"309.4550","0.9884","21.9902"
"309.5550","0.9888","21.9897"
"309.6550","0.9892","21.9924"
"309.7550","0.9896","21.9932"
"309.8550","0.9901","21.9954"
"309.9550","0.9905","21.9925"
"310.0550","0.9909","21.9957"
"310.1550","0.9913","21.9989"
"310.2550","0.9917","21.9973"
"310.3550","0.9921","21.9986"
"310.4550","0.9926","21.9998"
"310.5550","0.9930","22.0012"
"310.6550","0.9934","22.0032"
"310.7550","0.9938","22.0034"
"310.8550","0.9942","22.0027"
"310.9550","0.9946","22.0034"
"311.0550","0.9951","22.0045"
"311.1550","0.9955","22.0040"
"311.2550","0.9959","22.0081"
"311.3550","0.9963","22.0092"
"311.4550","0.9967","22.0087"
"311.5550","0.9971","22.0094"
"311.6550","0.9976","22.0102"
"311.7550","0.9980","22.0104"
"311.8550","0.9984","22.0131"
"311.9550","0.9988","22.0137"
"312.0550","0.9992","22.0125"
"312.1550","0.9996","22.0164"
"312.2550","1.0001","22.0141"
"312.3550","1.0005","22.0173"
"312.4550","1.0009","22.0191"
"312.5550","1.0013","22.0163"
"312.6550","1.0017","22.0199"
"312.7550","1.0021","22.0203"
"312.8550","1.0026","22.0175"
"312.9550","1.0030","22.0214"
"313.0550","1.0034","22.0233"
"313.1550","1.0038","22.0208"
"313.2550","1.0042","22.0250"
"313.3550","1.0046","22.0246"
"313.4550","1.0051","22.0236"
"313.5550","1.0055","22.0271"
"313.6550","1.0059","22.0288"
"313.7550","1.0063","22.0285"
"313.8550","1.0067","22.0292"
"313.9550","1.0071","22.0277"
"314.0550","1.0076","22.0301"
"314.1550","1.0080","22.0293"
"314.2550","1.0084","22.0333"
"314.3550","1.0088","22.0328"
"314.4550","1.0092","22.0341"
"314.5550","1.0096","22.0333"
"314.6550","1.0101","22.0360"
"314.7550","1.0105","22.0366"
"314.8550","1.0109","22.0359"
"314.9550","1.0113","22.0395"
"315.0550","1.0117","22.0394"
"315.1550","1.0121","22.0378"
"315.2550","1.0126","22.0416"
"315.3550","1.0130","22.0426"
"315.4550","1.0134","22.0417"
"315.5550","1.0138","22.0429"
"315.6550","1.0142","22.0457"
"315.7550","1.0146","22.0432"
"315.8550","1.0151","22.0461"
"315.9550","1.0155","22.0453"
"316.0550","1.0159","22.0454"
"316.1550","1.0163","22.0473"
"316.2550","1.0167","22.0498"
"316.3550","1.0171","22.0481"
"316.4550","1.0176","22.0488"
"316.5550","1.0180","22.0489"
"316.6550","1.0184","22.0524"
"316.7550","1.0188","22.0518"
"316.8550","1.0192","22.0524"
"316.9550","1.0196","22.0535"
"317.0550","1.0201","22.0549"
"317.1550","1.0205","22.0534"
"317.2550","1.0209","22.0552"
"317.3550","1.0213","22.0581"
"317.4550","1.0217","22.0542"
"317.5550","1.0221","22.0553"
"317.6550","1.0226","22.0579"
"317.7550","1.0230","22.0561"
"317.8550","1.0234","22.0601"
"317.9550","1.0238","22.0605"
"318.0550","1.0242","22.0586"
"318.1550","1.0246","22.0606"
"318.2550","1.0251","22.0616"
"318.3550","1.0255","22.0602"
"318.4550","1.0259","22.0632"
"318.5550","1.0263","22.0629"
"318.6550","1.0267","22.0649"
"318.7550","1.0271","22.0661"
"318.8550","1.0276","22.0676"
"318.9550","1.0280","22.0662"
"319.0550","1.0284","22.0694"
"319.1550","1.0288","22.0672"
"319.2550","1.0292","22.0693"
"319.3550","1.0296","22.0687"
"319.4550","1.0301","22.0696"
"319.5550","1.0305","22.0729"
"319.6550","1.0309","22.0742"
"319.7550","1.0313","22.0718"
"319.8550","1.0317","22.0746"
"319.9550","1.0321","22.0756"
"320.0550","1.0326","22.0760"
"320.1550","1.0330","22.0765"
"320.2550","1.0334","22.0774"
"320.3550","1.0338","22.0783"
"320.4550","1.0342","22.0790"
"320.5550","1.0346","22.0800"
"320.6550","1.0351","22.0816"
"320.7550","1.0355","22.0819"
"320.8550","1.0359","22.0831"
"320.9550","1.0363","22.0829"
"321.0550","1.0367","22.0863"
"321.1550","1.0371","22.0840"
"321.2550","1.0376","22.0872"
"321.3550","1.0380","22.0877"
"321.4550","1.0384","22.0883"
"321.5550","1.0388","22.0856"
"321.6550","1.0392","22.0915"
"321.7550","1.0396","22.0862"
"321.8550","1.0401","22.0924"
"321.9550","1.0405","22.0919"
"322.0550","1.0409","22.0933"
"322.1550","1.0413","22.0943"
"322.2550","1.0417","22.0953"
"322.3550","1.0421","22.0941"
"322.4550","1.0426","22.0941"
"322.5550","1.0430","22.0949"
"322.6550","1.0434","22.0965"
"322.7550","1.0438","22.0979"
"322.8550","1.0442","22.0958"
"322.9550","1.0446","22.0976"
"323.0550","1.0451","22.1013"
"323.1550","1.0455","22.1006"
"323.2550","1.0459","22.1023"
"323.3550","1.0463","22.1031"
"323.4550","1.0467","22.1033"
"323.5550","1.0471","22.1045"
"323.6550","1.0476","22.1055"
"323.7550","1.0480","22.1058"
"323.8550","1.0484","22.1078"
"323.9550","1.0488","22.1093"
"324.0550","1.0492","22.1037"
"324.1550","1.0496","22.1110"
"324.2550","1.0501","22.1096"
"324.3550","1.0505","22.1119"
"324.4550","1.0509","22.1088"
"324.5550","1.0513","22.1129"
"324.6550","1.0517","22.1088"
"324.7550","1.0521","22.1143"
"324.8550","1.0526","22.1120"
"324.9550","1.0530","22.1149"
"325.0550","1.0534","22.1174"
"325.1550","1.0538","22.1156"
"325.2550","1.0542","22.1185"
"325.3550","1.0546","22.1186"
"325.4550","1.0551","22.1146"
"325.5550","1.0555","22.1192"
"325.6550","1.0559","22.1192"
"325.7550","1.0563","22.1180"
"325.8550","1.0567","22.1197"
"325.9550","1.0571","22.1218"
"326.0550","1.0576","22.1188"
"326.1550","1.0580","22.1203"
"326.2550","1.0584","22.1233"
"326.3550","1.0588","22.1228"
"326.4550","1.0592","22.1237"
"326.5550","1.0596","22.1246"
"326.6550","1.0601","22.1269"
"326.7550","1.0605","22.1294"
"326.8550","1.0609","22.1261"
"326.9550","1.0613","22.1270"
"327.0550","1.0617","22.1251"
"327.1550","1.0621","22.1272"
"327.2550","1.0626","22.1283"
"327.3550","1.0630","22.1294"
"327.4550","1.0634","22.1297"
"327.5550","1.0638","22.1330"
"327.6550","1.0642","22.1331"
"327.7550","1.0646","22.1310"
"327.8550","1.0651","22.1346"
"327.9550","1.0655","22.1358"
"328.0550","1.0659","22.1349"
"328.1550","1.0663","22.1366"
"328.2550","1.0667","22.1372"
"328.3550","1.0671","22.1358"
"328.4550","1.0676","22.1373"
"328.5550","1.0680","22.1396"
"328.6550","1.0684","22.1391"
"328.7550","1.0688","22.1387"
"328.8550","1.0692","22.1392"
"328.9550","1.0696","22.1389"
"329.0550","1.0701","22.1403"
"329.1550","1.0705","22.1404"
"329.2550","1.0709","22.1417"
"329.3550","1.0713","22.1408"
"329.4550","1.0717","22.1417"
"329.5550","1.0721","22.1439"
"329.6550","1.0726","22.1438"
"329.7550","1.0730","22.1450"
"329.8550","1.0734","22.1445"
"329.9550","1.0738","22.1455"
"330.0550","1.0742","22.1440"
"330.1550","1.0746","22.1474"
"330.2550","1.0751","22.1466"
"330.3550","1.0755","22.1438"
"330.4550","1.0759","22.1471"
"330.5550","1.0763","22.1473"
"330.6550","1.0767","22.1482"
"330.7550","1.0771","22.1510"
"330.8550","1.0776","22.1507"
"330.9550","1.0780","22.1506"
"331.0550","1.0784","22.1509"
"331.1550","1.0788","22.1508"
"331.2550","1.0792","22.1525"
"331.3550","1.0796","22.1537"
"331.4550","1.0801","22.1520"
"331.5550","1.0805","22.1533"
"331.6550","1.0809","22.1536"
"331.7550","1.0813","22.1539"
"331.8550","1.0817","22.1562"
"331.9550","1.0821","22.1564"
"332.0550","1.0826","22.1562"
"332.1550","1.0830","22.1573"
"332.2550","1.0834","22.1572"
"332.3550","1.0838","22.1572"
"332.4550","1.0842","22.1601"
"332.5550","1.0846","22.1584"
"332.6550","1.0851","22.1600"
"332.7550","1.0855","22.1612"
"332.8550","1.0859","22.1600"
"332.9550","1.0863","22.1623"
"333.0550","1.0867","22.1628"
"333.1550","1.0871","22.1629"
"333.2550","1.0876","22.1640"
"333.3550","1.0880","22.1647"
"333.4550","1.0884","22.1616"
"333.5550","1.0888","22.1654"
"333.6550","1.0892","22.1681"
"333.7550","1.0896","22.1621"
"333.8550","1.0901","22.1680"
"333.9550","1.0905","22.1686"
"334.0550","1.0909","22.1655"
"334.1550","1.0913","22.1690"
"334.2550","1.0917","22.1715"
"334.3550","1.0921","22.1683"
"334.4550","1.0926","22.1689"
"334.5550","1.0930","22.1697"
"334.6550","1.0934","22.1689"
"334.7550","1.0938","22.1706"
"334.8550","1.0942","22.1713"
"334.9550","1.0946","22.1737"
"335.0550","1.0951","22.1735"
"335.1550","1.0955","22.1719"
"335.2550","1.0959","22.1742"
"335.3550","1.0963","22.1732"
"335.4550","1.0967","22.1736"
"335.5550","1.0971","22.1732"
"335.6550","1.0976","22.1783"
"335.7550","1.0980","22.1742"
"335.8550","1.0984","22.1739"
"335.9550","1.0988","22.1767"
"336.0550","1.0992","22.1795"
"336.1550","1.0996","22.1797"
"336.2550","1.1001","22.1814"
"336.3550","1.1005","22.1792"
"336.4550","1.1009","22.1800"
"336.5550","1.1013","22.1820"
"336.6550","1.1017","22.1801"
"336.7550","1.1021","22.1824"
"336.8550","1.1026","22.1832"
"336.9550","1.1030","22.1818"
"337.0550","1.1034","22.1836"
"337.1550","1.1038","22.1835"
"337.2550","1.1042","22.1862"
"337.3550","1.1046","22.1879"
"337.4550","1.1051","22.1871"
"337.5550","1.1055","22.1861"
"337.6550","1.1059","22.1886"
"337.7550","1.1063","22.1862"
"337.8550","1.1067","22.1877"
"337.9550","1.1071","22.1915"
"338.0550","1.1076","22.1897"
"338.1550","1.1080","22.1905"
"338.2550","1.1084","22.1919"
"338.3550","1.1088","22.1889"
"338.4550","1.1092","22.1930"
"338.5550","1.1096","22.1922"
"338.6550","1.1101","22.1910"
"338.7550","1.1105","22.1934"
"338.8550","1.1109","22.1941"
"338.9550","1.1113","22.1910"
"339.0550","1.1117","22.1965"
"339.1550","1.1121","22.1968"
"339.2550","1.1126","22.1966"
"339.3550","1.1130","22.1975"
"339.4550","1.1134","22.1970"
"339.5550","1.1138","22.1983"
"339.6550","1.1142","22.1989"
"339.7550","1.1146","22.1985"
"339.8550","1.1151","22.2013"
"339.9550","1.1155","22.2005"
"340.0550","1.1159","22.1974"
"340.1550","1.1163","22.1990"
"340.2550","1.1167","22.2008"
"340.3550","1.1171","22.2009"
"340.4550","1.1176","22.2050"
"340.5550","1.1180","22.2023"
"340.6550","1.1184","22.2015"
"340.7550","1.1188","22.2060"
"340.8550","1.1192","22.2068"
"340.9550","1.1196","22.2022"
"341.0550","1.1201","22.2063"
"341.1550","1.1205","22.2034"
"341.2550","1.1209","22.2052"
"341.3550","1.1213","22.2059"
"341.4550","1.1217","22.2068"
"341.5550","1.1221","22.2068"
"341.6550","1.1226","22.2071"
"341.7550","1.1230","22.2049"
"341.8550","1.1234","22.2074"
"341.9550","1.1238","22.2084"
"342.0550","1.1242","22.2073"
"342.1550","1.1246","22.2081"
"342.2550","1.1251","22.2075"
"342.3550","1.1255","22.2060"
"342.4550","1.1259","22.2105"
"342.5550","1.1263","22.2109"
"342.6550","1.1267","22.2094"
"342.7550","1.1271","22.2123"
"342.8550","1.1276","22.2116"
"342.9550","1.1280","22.2113"
"343.0550","1.1284","22.2107"
"343.1550","1.1288","22.2123"
"343.2550","1.1292","22.2102"
"343.3550","1.1296","22.2118"
"343.4550","1.1301","22.2139"
"343.5550","1.1305","22.2125"
"343.6550","1.1309","22.2144"
"343.7550","1.1313","22.2153"
"343.8550","1.1317","22.2151"
"343.9550","1.1321","22.2144"
"344.0550","1.1326","22.2158"
"344.1550","1.1330","22.2145"
"344.2550","1.1334","22.2166"
"344.3550","1.1338","22.2152"
"344.4550","1.1342","22.2174"
"344.5550","1.1346","22.2160"
"344.6550","1.1351","22.2162"
"344.7550","1.1355","22.2190"
"344.8550","1.1359","22.2189"
"344.9550","1.1363","22.2183"
"345.0550","1.1367","22.2203"
"345.1550","1.1371","22.2200"
"345.2550","1.1376","22.2199"
"345.3550","1.1380","22.2217"
"345.4550","1.1384","22.2195"
"345.5550","1.1388","22.2207"
"345.6550","1.1392","22.2219"
"345.7550","1.1396","22.2219"
"345.8550","1.1401","22.2223"
"345.9550","1.1405","22.2226"
"346.0550","1.1409","22.2242"
"346.1550","1.1413","22.2247"
"346.2550","1.1417","22.2260"
"346.3550","1.1421","22.2244"
"346.4550","1.1426","22.2245"
"346.5550","1.1430","22.2249"
"346.6550","1.1434","22.2224"
"346.7550","1.1438","22.2246"
"346.8550","1.1442","22.2278"
"346.9550","1.1446","22.2277"
"347.0550","1.1451","22.2275"
"347.1550","1.1455","22.2302"
"347.2550","1.1459","22.2254"
"347.3550","1.1463","22.2292"
"347.4550","1.1467","22.2278"
"347.5550","1.1471","22.2272"
"347.6550","1.1476","22.2289"
"347.7550","1.1480","22.2293"
"347.8550","1.1484","22.2301"
"347.9550","1.1488","22.2303"
"348.0550","1.1492","22.2285"
"348.1550","1.1496","22.2296"
"348.2550","1.1501","22.2288"
"348.3550","1.1505","22.2302"
"348.4550","1.1509","22.2311"
"348.5550","1.1513","22.2330"
"348.6550","1.1517","22.2314"
"348.7550","1.1521","22.2329"
"348.8550","1.1526","22.2328"
"348.9550","1.1530","22.2319"
"349.0550","1.1534","22.2335"
"349.1550","1.1538","22.2346"
"349.2550","1.1542","22.2356"
"349.3550","1.1546","22.2368"
"349.4550","1.1551","22.2358"
"349.5550","1.1555","22.2381"
"349.6550","1.1559","22.2353"
"349.7550","1.1563","22.2377"
"349.8550","1.1567","22.2363"
"349.9550","1.1571","22.2407"
"350.0550","1.1576","22.2358"
"350.1550","1.1580","22.2383"
"350.2550","1.1584","22.2402"
"350.3550","1.1588","22.2390"
"350.4550","1.1592","22.2409"
"350.5550","1.1596","22.2425"
"350.6550","1.1600","22.2397"
"350.7550","1.1605","22.2425"
"350.8550","1.1609","22.2441"
"350.9550","1.1613","22.2408"
"351.0550","1.1617","22.2413"
"351.1550","1.1621","22.2444"
"351.2550","1.1626","22.2417"
"351.3550","1.1630","22.2454"
"351.4550","1.1634","22.2445"
"351.5550","1.1638","22.2410"
"351.6550","1.1642","22.2440"
"351.7550","1.1646","22.2471"
"351.8550","1.1651","22.2455"
"351.9550","1.1655","22.2466"
"352.0550","1.1659","22.2456"
"352.1550","1.1663","22.2475"
"352.2550","1.1667","22.2467"
"352.3550","1.1671","22.2482"
"352.4550","1.1676","22.2504"
"352.5550","1.1680","22.2499"
"352.6550","1.1684","22.2481"
"352.7550","1.1688","22.2519"
"352.8550","1.1692","22.2511"
"352.9550","1.1696","22.2478"
"353.0550","1.1701","22.2493"
"353.1550","1.1705","22.2516"
"353.2550","1.1709","22.2508"
"353.3550","1.1713","22.2538"
"353.4550","1.1717","22.2534"
"353.5550","1.1721","22.2517"
